section-id,file-id,url,heading,code-khoi,code-david,code-evan,Codes with >= 2 votes
4959,439,https://github.com/harjot-oberai/MaterialShadows,# Example Usage 4 (Semi-transparent views),3,3,3,3
4960,439,https://github.com/harjot-oberai/MaterialShadows,#### XML,3,3,3,3
4961,439,https://github.com/harjot-oberai/MaterialShadows,#### Result,3,3,3,3
4962,439,https://github.com/harjot-oberai/MaterialShadows,# Using MaterialShadows with custom ViewGroups,3,3,3,3
4963,439,https://github.com/harjot-oberai/MaterialShadows,# Documentation,3,3,3,3
4964,439,https://github.com/harjot-oberai/MaterialShadows,# Limitations,3,3,3,3
4965,439,https://github.com/harjot-oberai/MaterialShadows,# Credits,5,5,5,5
4966,439,https://github.com/harjot-oberai/MaterialShadows,# License,5,5,5,5
4967,440,https://github.com/circe/circe,# circe,123,123,123,123
4968,440,https://github.com/circe/circe,## Community,56,5,5,5
4969,440,https://github.com/circe/circe,### Adopters,67,56,56,56
4970,440,https://github.com/circe/circe,### Other circe organization projects,67,67,67,67
4971,440,https://github.com/circe/circe,### Related projects,6,6,6,6
4972,440,https://github.com/circe/circe,### Examples,6,6,6,6
4973,440,https://github.com/circe/circe,## Contributors and participation,7,7,57,7
4974,440,https://github.com/circe/circe,## License,5,5,5,5
4975,441,https://github.com/Rich-Harris/degit,# degit â€”Â straightforward project scaffolding,13,13,13,13
4976,441,https://github.com/Rich-Harris/degit,## Installation,3,3,3,3
4977,441,https://github.com/Rich-Harris/degit,## Usage,3,3,3,3
4978,441,https://github.com/Rich-Harris/degit,### Basics,3,3,3,3
4979,441,https://github.com/Rich-Harris/degit,# these commands are equivalent,8,8,8,8
4980,441,https://github.com/Rich-Harris/degit,# download from GitLab,8,8,8,8
4981,441,https://github.com/Rich-Harris/degit,# download from BitBucket,8,8,8,8
4982,441,https://github.com/Rich-Harris/degit,# download from Sourcehut,8,8,8,8
4983,441,https://github.com/Rich-Harris/degit,"### Specify a tag, branch or commit",3,3,3,3
4984,441,https://github.com/Rich-Harris/degit,### Create a new folder for the project,3,3,3,3
4985,441,https://github.com/Rich-Harris/degit,### Specify a subdirectory,3,3,3,3
4986,441,https://github.com/Rich-Harris/degit,### HTTPS proxying,3,3,3,3
4987,441,https://github.com/Rich-Harris/degit,### Private repositories,3,3,3,3
4988,441,https://github.com/Rich-Harris/degit,### See all options,3,3,3,3
4989,441,https://github.com/Rich-Harris/degit,## Not supported,37,37,3,37
4990,441,https://github.com/Rich-Harris/degit,"## Wait, isn't this just `git clone --depth 1`?",24,24,24,24
4991,441,https://github.com/Rich-Harris/degit,## JavaScript API,3,3,3,3
4992,441,https://github.com/Rich-Harris/degit,## Actions,3,3,3,3
4993,441,https://github.com/Rich-Harris/degit,### clone,3,3,3,3
4994,441,https://github.com/Rich-Harris/degit,### remove,3,3,3,3
4995,441,https://github.com/Rich-Harris/degit,## See also,6,6,6,6
4996,441,https://github.com/Rich-Harris/degit,## License,5,5,5,5
4997,442,https://github.com/lucasb-eyer/pydensecrf,### Problems on Windows/VS,3,-,3,3
4998,442,https://github.com/lucasb-eyer/pydensecrf,# Or alternatively: d.setUnary(ConstUnary(U)),8,-,8,8
4999,442,https://github.com/lucasb-eyer/pydensecrf,### Getting a Unary,3,-,3,3
5000,442,https://github.com/lucasb-eyer/pydensecrf,"# This adds the color-independent term, features are the locations only.",8,-,8,8
5001,442,https://github.com/lucasb-eyer/pydensecrf,"# This adds the color-dependent term, i.e. features are (x,y,r,g,b).",8,-,8,8
5002,442,https://github.com/lucasb-eyer/pydensecrf,"# im is an image-array, e.g. im.dtype == np.uint8 and im.shape == (640,480,3)",8,-,8,8
5003,442,https://github.com/lucasb-eyer/pydensecrf,### Non-RGB bilateral,3,-,3,3
5004,442,https://github.com/lucasb-eyer/pydensecrf,### Compatibilities,3,-,3,3
5005,442,https://github.com/lucasb-eyer/pydensecrf,### Kernels,3,-,3,3
5006,442,https://github.com/lucasb-eyer/pydensecrf,### Normalizations,3,-,3,3
5007,442,https://github.com/lucasb-eyer/pydensecrf,### Kernel weight,36,-,36,36
5008,442,https://github.com/lucasb-eyer/pydensecrf,### Pairwise potentials for N-D,3,-,3,3
5009,442,https://github.com/lucasb-eyer/pydensecrf,# Go increment the version in setup.py,8,-,8,8
5010,443,https://github.com/bioinf-jku/SNNs,# Self-Normalizing Networks,1,12,1,1
5011,443,https://github.com/bioinf-jku/SNNs,## Versions,3,3,34,3
5012,443,https://github.com/bioinf-jku/SNNs,#### Note for Tensorflow >= 1.4 users,3,3,34,3
5013,443,https://github.com/bioinf-jku/SNNs,#### Note for Tensorflow >= 2.0 users,3,3,34,3
5014,443,https://github.com/bioinf-jku/SNNs,#### Note for Pytorch users,3,3,34,3
5015,443,https://github.com/bioinf-jku/SNNs,## Tutorials,3,3,3,3
5016,443,https://github.com/bioinf-jku/SNNs,### Tensorflow 1.x,3,3,3,3
5017,443,https://github.com/bioinf-jku/SNNs,### Tensorflow 2.x (Keras),3,3,3,3
5018,443,https://github.com/bioinf-jku/SNNs,### Pytorch,3,3,3,3
5019,443,https://github.com/bioinf-jku/SNNs,## Further material,6,6,6,6
5020,443,https://github.com/bioinf-jku/SNNs,### Design novel SELU functions (Tensorflow 1.x),36,36,36,36
5021,443,https://github.com/bioinf-jku/SNNs,### Basic python functions to implement SNNs (Tensorflow 1.x),36,36,36,36
5022,443,https://github.com/bioinf-jku/SNNs,### Notebooks and code to produce Figure 1 (Tensorflow 1.x),36,36,36,36
5023,443,https://github.com/bioinf-jku/SNNs,### Calculations and numeric checks of the theorems (Mathematica),36,36,6,36
5024,443,https://github.com/bioinf-jku/SNNs,"### UCI, Tox21 and HTRU2 data sets",6,6,6,6
5025,444,https://github.com/Redth/PushSharp,## Sample Usage,3,-,3,3
5026,444,https://github.com/Redth/PushSharp,### APNS Sample Usage,3,-,3,3
5027,444,https://github.com/Redth/PushSharp,#### Apple Notification Payload,6,-,6,6
5028,444,https://github.com/Redth/PushSharp,#### Apple APNS Feedback Service,3,-,3,3
5029,444,https://github.com/Redth/PushSharp,### GCM/FCM Sample Usage,3,--,3,3
5030,444,https://github.com/Redth/PushSharp,#### Components of a GCM/FCM Notification,6,-,6,6
5031,444,https://github.com/Redth/PushSharp,### WNS Sample Usage,3,-,3,3
5032,444,https://github.com/Redth/PushSharp,## How to Migrate from PushSharp 2.x to 3.x and higher,36,-,36,36
5033,444,https://github.com/Redth/PushSharp,## Roadmap,4,-,4,4
5034,445,https://github.com/go-acme/lego,# ![lego](./docs/static/images/logo.png),1,1,18,1
5035,445,https://github.com/go-acme/lego,## Features,13,1,13,13
5036,445,https://github.com/go-acme/lego,## Installation,3,3,3,3
5037,445,https://github.com/go-acme/lego,## Usage,3,3,3,3
5038,445,https://github.com/go-acme/lego,## Documentation,36,36,36,36
5039,445,https://github.com/go-acme/lego,## DNS providers,6,36,36,36
5040,446,https://github.com/fpinscala/fpinscala,### Setup build environment,3,3,3,3
5041,446,https://github.com/fpinscala/fpinscala,### Building,3,3,3,3
5042,447,https://github.com/learnbyexample/Command-line-text-processing,# Command Line Text Processing,14,14,124,14
5043,447,https://github.com/learnbyexample/Command-line-text-processing,## Ebooks,7,6,6,6
5044,447,https://github.com/learnbyexample/Command-line-text-processing,## Chapters,46,46,46,46
5045,447,https://github.com/learnbyexample/Command-line-text-processing,## Webinar recordings,6,6,6,6
5046,447,https://github.com/learnbyexample/Command-line-text-processing,## Exercises,36,6,36,36
5047,447,https://github.com/learnbyexample/Command-line-text-processing,## Contributing,7,7,7,7
5048,447,https://github.com/learnbyexample/Command-line-text-processing,## Acknowledgements,5,5,5,5
5049,447,https://github.com/learnbyexample/Command-line-text-processing,## License,5,5,5,5
5050,448,https://github.com/TUNER88/iOSSystemSoundsLibrary,##How to use in your project:,3,3,3,3
5051,448,https://github.com/TUNER88/iOSSystemSoundsLibrary,####Play sound using SystemSoundID,3,3,3,3
5052,448,https://github.com/TUNER88/iOSSystemSoundsLibrary,####Play sound using file url,3,3,3,3
5053,449,https://github.com/justmarkham/DAT8,## DAT8 Course Repository,-,-,-,-
5054,449,https://github.com/justmarkham/DAT8,### Before the Course Begins,-,-,-,-
5055,449,https://github.com/justmarkham/DAT8,### Python Resources,-,-,-,-
5056,449,https://github.com/justmarkham/DAT8,### Submission Forms,-,-,-,-
5057,449,https://github.com/justmarkham/DAT8,### [Course project](project/README.md),-,-,-,-
5058,449,https://github.com/justmarkham/DAT8,### [Comparison of machine learning models](other/model_comparison.md),-,-,-,-
5059,449,https://github.com/justmarkham/DAT8,### [Comparison of model evaluation procedures and metrics](other/model_evaluation_comparison.md),-,-,-,-
5060,449,https://github.com/justmarkham/DAT8,### [Advice for getting better at data science](other/advice.md),-,-,-,-
5061,449,https://github.com/justmarkham/DAT8,### [Additional resources](#additional-resources-1),-,-,-,-
5062,449,https://github.com/justmarkham/DAT8,### Class 1: Introduction to Data Science,-,-,-,-
5063,449,https://github.com/justmarkham/DAT8,### Class 2: Command Line and Version Control,-,-,-,-
5064,449,https://github.com/justmarkham/DAT8,### Class 3: Data Reading and Cleaning,-,-,-,-
5065,449,https://github.com/justmarkham/DAT8,### Class 4: Exploratory Data Analysis,-,-,-,-
5066,449,https://github.com/justmarkham/DAT8,### Class 5: Visualization,-,-,-,-
5067,449,https://github.com/justmarkham/DAT8,### Class 6: Machine Learning,-,-,-,-
5068,449,https://github.com/justmarkham/DAT8,### Class 7: Getting Data,-,-,-,-
5069,449,https://github.com/justmarkham/DAT8,### Class 8: K-Nearest Neighbors,-,-,-,-
5070,449,https://github.com/justmarkham/DAT8,### Class 9: Basic Model Evaluation,-,-,-,-
5071,449,https://github.com/justmarkham/DAT8,### Class 10: Linear Regression,-,-,-,-
5072,449,https://github.com/justmarkham/DAT8,### Class 11: First Project Presentation,-,-,-,-
5073,449,https://github.com/justmarkham/DAT8,### Class 12: Logistic Regression,-,-,-,-
5074,449,https://github.com/justmarkham/DAT8,### Class 13: Advanced Model Evaluation,-,-,-,-
5075,449,https://github.com/justmarkham/DAT8,### Class 14: Naive Bayes and Text Data,-,-,-,-
5076,449,https://github.com/justmarkham/DAT8,### Class 15: Natural Language Processing,-,-,-,-
5077,449,https://github.com/justmarkham/DAT8,### Class 16: Kaggle Competition,-,-,-,-
5078,449,https://github.com/justmarkham/DAT8,### Class 17: Decision Trees,-,-,-,-
5079,449,https://github.com/justmarkham/DAT8,### Class 18: Ensembling,-,-,-,-
5080,449,https://github.com/justmarkham/DAT8,### Class 19: Advanced scikit-learn and Clustering,-,-,-,-
5081,449,https://github.com/justmarkham/DAT8,### Class 20: Regularization and Regular Expressions,-,-,-,-
5082,449,https://github.com/justmarkham/DAT8,### Class 21: Course Review and Final Project Presentation,-,-,-,-
5083,449,https://github.com/justmarkham/DAT8,### Class 22: Final Project Presentation,-,-,-,-
5084,449,https://github.com/justmarkham/DAT8,## Additional Resources,-,-,-,-
5085,449,https://github.com/justmarkham/DAT8,### Tidy Data,-,-,-,-
5086,449,https://github.com/justmarkham/DAT8,### Databases and SQL,-,-,-,-
5087,449,https://github.com/justmarkham/DAT8,### Recommendation Systems,-,-,-,-
5088,450,https://github.com/MicrosoftDocs/live-share,# Visual Studio Live Share Docs & Feedback,146,16,16,16
5089,450,https://github.com/MicrosoftDocs/live-share,## Quickstarts,67,6,67,67
5090,450,https://github.com/MicrosoftDocs/live-share,## How-tos,367,36,367,367
5091,450,https://github.com/MicrosoftDocs/live-share,## Reference,6,6,6,6
5092,450,https://github.com/MicrosoftDocs/live-share,## Resources,6,6,6,6
5093,450,https://github.com/MicrosoftDocs/live-share,## Community-created content,6,6,6,6
5094,450,https://github.com/MicrosoftDocs/live-share,## Download and install Visual Studio Live Share,3,3,3,3
5095,450,https://github.com/MicrosoftDocs/live-share,## Contributing & Feedback,67,7,67,67
5096,450,https://github.com/MicrosoftDocs/live-share,## License,5,5,5,5
5097,451,https://github.com/Attendize/Attendize,# Attendize,136,136,136,136
5098,451,https://github.com/Attendize/Attendize,## Current Features (v2.X.X),1,1,14,1
5099,451,https://github.com/Attendize/Attendize,## Minimum Requirements,3,3,3,3
5100,451,https://github.com/Attendize/Attendize,## Contributing,7,7,7,7
5101,451,https://github.com/Attendize/Attendize,## Submitting an issue,6,6,36,6
5102,451,https://github.com/Attendize/Attendize,## Installation,36,36,3,36
5103,451,https://github.com/Attendize/Attendize,## Testing,3,3,3,3
5104,451,https://github.com/Attendize/Attendize,"# If the testing db does not exist yet, please create it",8,8,8,8
5105,451,https://github.com/Attendize/Attendize,# Run the test suite,8,8,8,8
5106,451,https://github.com/Attendize/Attendize,## Troubleshooting,36,36,36,36
5107,451,https://github.com/Attendize/Attendize,## License,5,5,5,5
5108,451,https://github.com/Attendize/Attendize,## Code of Conduct,5,5,5,5
5109,452,https://github.com/voat/voat,# Quick Status Updates,14,14,14,14
5110,452,https://github.com/voat/voat,# Voat Branch for .NET Core Port (With the PostgreSQL Branch Merged),14,14,14,14
5111,453,https://github.com/groupon/greenscreen,# Greenscreen,1,1,1,1
5112,453,https://github.com/groupon/greenscreen,## How to Use,3,3,3,3
5113,453,https://github.com/groupon/greenscreen,### Home,3,3,3,3
5114,453,https://github.com/groupon/greenscreen,### Channels,3,3,3,3
5115,453,https://github.com/groupon/greenscreen,### Chromecasts,3,3,3,3
5116,453,https://github.com/groupon/greenscreen,### Alerts,3,3,3,3
5117,453,https://github.com/groupon/greenscreen,### Channel Takeover,3,3,3,3
5118,453,https://github.com/groupon/greenscreen,## Getting Started: Local,3,3,3,3
5119,453,https://github.com/groupon/greenscreen,### Installing dependencies,3,3,3,3
5120,453,https://github.com/groupon/greenscreen,### Registering your Application,3,3,3,3
5121,453,https://github.com/groupon/greenscreen,### Registering your Chromecasts,3,3,3,3
5122,453,https://github.com/groupon/greenscreen,### Setting up your Chromecasts,3,3,3,3
5123,453,https://github.com/groupon/greenscreen,### Application Config,3,3,3,3
5124,453,https://github.com/groupon/greenscreen,### Starting the Server,3,3,3,3
5125,453,https://github.com/groupon/greenscreen,## Developing,3,3,3,3
5126,453,https://github.com/groupon/greenscreen,## Tests,3,3,3,3
5127,453,https://github.com/groupon/greenscreen,## Known Issues,3,3,3,3
5128,453,https://github.com/groupon/greenscreen,## Troubleshooting,3,3,3,3
5129,453,https://github.com/groupon/greenscreen,## Security,3,3,3,3
5130,453,https://github.com/groupon/greenscreen,"#### Good luck, and happy casting! :)",8,8,8,8
5131,454,https://github.com/sysown/proxysql,### Installation,3,34,3,3
5132,454,https://github.com/sysown/proxysql,#### Ubuntu / Debian:,3,3,3,3
5133,454,https://github.com/sysown/proxysql,#### Red Hat / CentOS:,3,3,3,3
5134,454,https://github.com/sysown/proxysql,#### Amazon Linux Servers (AMI):,3,3,3,3
5135,454,https://github.com/sysown/proxysql,### Service management,3,3,3,3
5136,454,https://github.com/sysown/proxysql,#### Starting ProxySQL:,3,3,3,3
5137,454,https://github.com/sysown/proxysql,#### Stopping ProxySQL:,3,3,3,3
5138,454,https://github.com/sysown/proxysql,#### Restarting ProxySQL:,3,3,3,3
5139,454,https://github.com/sysown/proxysql,#### Reinitializing ProxySQL from the config file (after first startup the DB file is used instead of the config file):,3,3,3,3
5140,454,https://github.com/sysown/proxysql,# If you are using the init script run:,8,8,8,8
5141,454,https://github.com/sysown/proxysql,# or,8,8,8,8
5142,454,https://github.com/sysown/proxysql,# If you are using the systemd unit file run:,8,8,8,8
5143,454,https://github.com/sysown/proxysql,# or,8,8,8,8
5144,454,https://github.com/sysown/proxysql,### Upgrades,3,3,3,3
5145,454,https://github.com/sysown/proxysql,### How to check the ProxySQL version,3,3,3,3
5146,454,https://github.com/sysown/proxysql,### Configuring ProxySQL via the `admin interface`,3,3,3,3
5147,454,https://github.com/sysown/proxysql,#### Configuring ProxySQL through the admin interface,3,3,3,3
5148,454,https://github.com/sysown/proxysql,#### Configuring ProxySQL through the config file,3,3,3,3
5149,455,https://github.com/EasyIME/PIME,# PIME,125,135,135,135
5150,455,https://github.com/EasyIME/PIME,# Development,3,3,3,3
5151,455,https://github.com/EasyIME/PIME,## Tool Requirements,3,3,3,3
5152,455,https://github.com/EasyIME/PIME,## How to Build,3,3,3,3
5153,455,https://github.com/EasyIME/PIME,## TSF References,6,6,6,6
5154,455,https://github.com/EasyIME/PIME,## Windows ACL (Access Control List) references,6,6,6,6
5155,455,https://github.com/EasyIME/PIME,# Install,3,3,3,3
5156,455,https://github.com/EasyIME/PIME,# Uninstall,3,3,3,3
5157,455,https://github.com/EasyIME/PIME,# Bug Report,6,6,6,6
5158,456,https://github.com/fontsource/fontsource,# Fontsource,16,16,16,16
5159,456,https://github.com/fontsource/fontsource,##,,12,12,12
5160,456,https://github.com/fontsource/fontsource,## API,6,6,6,6
5161,456,https://github.com/fontsource/fontsource,## Migrating from previous versions,6,6,6,6
5162,456,https://github.com/fontsource/fontsource,## Adding New Fonts,37,37,37,37
5163,456,https://github.com/fontsource/fontsource,## Licensing,5,5,5,5
5164,456,https://github.com/fontsource/fontsource,## Other Notes,7,7,8,7
5165,457,https://github.com/pagekit/vue-resource,# vue-resource [![Build](https://circleci.com/gh/pagekit/vue-resource.svg?style=shield)](https://circleci.com/gh/pagekit/vue-resource) [![Downloads](https://img.shields.io/npm/dm/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![jsdelivr](https://data.jsdelivr.com/v1/package/npm/vue-resource/badge?style=rounded)](https://www.jsdelivr.com/package/npm/vue-resource) [![Version](https://img.shields.io/npm/v/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![License](https://img.shields.io/npm/l/vue-resource.svg)](https://www.npmjs.com/package/vue-resource),1,1,12,1
5166,457,https://github.com/pagekit/vue-resource,## Features,1,1,13,1
5167,457,https://github.com/pagekit/vue-resource,## Installation,3,3,3,3
5168,457,https://github.com/pagekit/vue-resource,### CDN,36,36,36,36
5169,457,https://github.com/pagekit/vue-resource,## Example,3,3,3,3
5170,457,https://github.com/pagekit/vue-resource,## Documentation,6,6,6,6
5171,457,https://github.com/pagekit/vue-resource,## Changelog,4,4,4,4
5172,457,https://github.com/pagekit/vue-resource,## Contribution,7,7,7,7
5173,457,https://github.com/pagekit/vue-resource,## License,5,5,5,5
5174,458,https://github.com/watson-developer-cloud/python-sdk,# Watson Developer Cloud Python SDK,1,1,1,1
5175,458,https://github.com/watson-developer-cloud/python-sdk,## Deprecated builds,4,14,4,4
5176,458,https://github.com/watson-developer-cloud/python-sdk,## Announcements,4,4,8,4
5177,458,https://github.com/watson-developer-cloud/python-sdk,### Natural Language Classifier deprecation,46,46,8,46
5178,458,https://github.com/watson-developer-cloud/python-sdk,### Updating endpoint URLs from watsonplatform.net,46,46,8,46
5179,458,https://github.com/watson-developer-cloud/python-sdk,### Personality Insights deprecation,46,46,8,46
5180,458,https://github.com/watson-developer-cloud/python-sdk,### Visual Recognition deprecation,4,4,8,4
5181,458,https://github.com/watson-developer-cloud/python-sdk,### Compare and Comply deprecation,46,46,8,46
5182,458,https://github.com/watson-developer-cloud/python-sdk,## Before you begin,3,3,3,3
5183,458,https://github.com/watson-developer-cloud/python-sdk,## Installation,3,3,3,3
5184,458,https://github.com/watson-developer-cloud/python-sdk,## Examples,36,6,36,36
5185,458,https://github.com/watson-developer-cloud/python-sdk,## Running in IBM Cloud,3,3,3,3
5186,458,https://github.com/watson-developer-cloud/python-sdk,## Authentication,3,3,3,3
5187,458,https://github.com/watson-developer-cloud/python-sdk,### Getting credentials,3,3,3,3
5188,458,https://github.com/watson-developer-cloud/python-sdk,### Supplying credentials,3,3,3,3
5189,458,https://github.com/watson-developer-cloud/python-sdk,#### Credential file,3,3,3,3
5190,458,https://github.com/watson-developer-cloud/python-sdk,#### Environment Variables,3,3,3,3
5191,458,https://github.com/watson-developer-cloud/python-sdk,#### Manually,3,3,3,3
5192,458,https://github.com/watson-developer-cloud/python-sdk,### IAM,3,3,3,3
5193,458,https://github.com/watson-developer-cloud/python-sdk,#### Supplying the API key,3,3,3,3
5194,458,https://github.com/watson-developer-cloud/python-sdk,"# In the constructor, letting the SDK manage the token",8,8,8,8
5195,458,https://github.com/watson-developer-cloud/python-sdk,#### Generating bearer tokens using API key,3,3,3,3
5196,458,https://github.com/watson-developer-cloud/python-sdk,# In your API endpoint use this to generate new bearer tokens,8,8,8,8
5197,458,https://github.com/watson-developer-cloud/python-sdk,##### Supplying the bearer token,3,3,3,3
5198,458,https://github.com/watson-developer-cloud/python-sdk,"# in the constructor, assuming control of managing the token",8,8,8,8
5199,458,https://github.com/watson-developer-cloud/python-sdk,### Username and password,3,3,3,3
5200,458,https://github.com/watson-developer-cloud/python-sdk,### No Authentication,3,3,3,3
5201,458,https://github.com/watson-developer-cloud/python-sdk,## Python version,3,3,34,3
5202,458,https://github.com/watson-developer-cloud/python-sdk,## Questions,6,6,6,6
5203,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v1.0,4,4,4,4
5204,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v2.0,4,4,4,4
5205,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v3.0,4,4,4,4
5206,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v4.0,4,4,4,4
5207,458,https://github.com/watson-developer-cloud/python-sdk,## Migration,36,346,346,346
5208,458,https://github.com/watson-developer-cloud/python-sdk,## Configuring the http client (Supported from v1.1.0),3,3,3,3
5209,458,https://github.com/watson-developer-cloud/python-sdk,## Disable SSL certificate verification,3,3,3,3
5210,458,https://github.com/watson-developer-cloud/python-sdk,## Setting the service url,3,3,3,3
5211,458,https://github.com/watson-developer-cloud/python-sdk,## Sending request headers,3,3,3,3
5212,458,https://github.com/watson-developer-cloud/python-sdk,## Parsing HTTP response information,3,3,3,3
5213,458,https://github.com/watson-developer-cloud/python-sdk,## Getting the transaction ID,3,3,3,3
5214,458,https://github.com/watson-developer-cloud/python-sdk,### Suceess,3,3,3,3
5215,458,https://github.com/watson-developer-cloud/python-sdk,### Failure,3,3,3,3
5216,458,https://github.com/watson-developer-cloud/python-sdk,## Using Websockets,3,3,3,3
5217,458,https://github.com/watson-developer-cloud/python-sdk,## Cloud Pak for Data,3,3,3,3
5218,458,https://github.com/watson-developer-cloud/python-sdk,"### 1) Supplying the username, password and authentication url",3,3,3,3
5219,458,https://github.com/watson-developer-cloud/python-sdk,### 2) Supplying the access token,3,3,3,3
5220,458,https://github.com/watson-developer-cloud/python-sdk,## Logging,3,3,3,3
5221,458,https://github.com/watson-developer-cloud/python-sdk,### Enable logging,3,3,3,3
5222,458,https://github.com/watson-developer-cloud/python-sdk,### Low level request and response dump,3,3,3,3
5223,458,https://github.com/watson-developer-cloud/python-sdk,## Dependencies,3,3,3,3
5224,458,https://github.com/watson-developer-cloud/python-sdk,## Contributing,7,7,7,7
5225,458,https://github.com/watson-developer-cloud/python-sdk,## Featured Projects,6,6,6,6
5226,458,https://github.com/watson-developer-cloud/python-sdk,## License,5,5,5,5
5227,459,https://github.com/davidcelis/recommendable,# Recommendable,16,16,126,16
5228,459,https://github.com/davidcelis/recommendable,## Requirements,3,3,3,3
5229,459,https://github.com/davidcelis/recommendable,## Installation,3,3,3,3
5230,459,https://github.com/davidcelis/recommendable,## Usage,3,3,3,3
5231,459,https://github.com/davidcelis/recommendable,# sidekiq,8,8,8,8
5232,459,https://github.com/davidcelis/recommendable,# resque,8,8,8,8
5233,459,https://github.com/davidcelis/recommendable,# delayed_job,8,8,8,8
5234,459,https://github.com/davidcelis/recommendable,## Installing Redis,3,3,3,3
5235,459,https://github.com/davidcelis/recommendable,### Mac OS X,3,3,3,3
5236,459,https://github.com/davidcelis/recommendable,### Linux,3,3,3,3
5237,459,https://github.com/davidcelis/recommendable,## Why not stars?,2,2,2,2
5238,459,https://github.com/davidcelis/recommendable,## Links,6,6,6,6
5239,460,https://github.com/invertase/rdash-angular,# RDash rdash-angular,1,1,1,1
5240,460,https://github.com/invertase/rdash-angular,"## Responsive, bloat free, bootstrap powered admin style dashboard!",1,1,1,1
5241,460,https://github.com/invertase/rdash-angular,## Usage,3,3,3,3
5242,460,https://github.com/invertase/rdash-angular,### Requirements,3,3,3,3
5243,460,https://github.com/invertase/rdash-angular,### Installation,3,3,3,3
5244,460,https://github.com/invertase/rdash-angular,### Development,3,3,3,3
5245,460,https://github.com/invertase/rdash-angular,#### Modules & Packages,3,3,3,3
5246,460,https://github.com/invertase/rdash-angular,## Credits,5,5,5,5
5247,461,https://github.com/thepirat000/Audit.NET,# Audit.NET,1,1,1,1
5248,461,https://github.com/thepirat000/Audit.NET,### An extensible framework to audit executing operations in .NET and .NET Core.,126,123,126,126
