file_id,section_id,content_text_w_o_tags
145,1719,This program is part of an assignment for the University of Kansas course EECS @abstr_number in which we develop a drug analysis program.  @abstr_hyperlink  
145,1720,"Harrison Hetler, Henry Nguyen, Tony Nguyen, Lei Wang  "
145,1721,"This program will require an installation of Python @abstr_number . @abstr_number and Qt @abstr_number to run. The implementation is written for Python @abstr_number . @abstr_number and the GUI is implemented using the Qt @abstr_number framework. Graph plotting functionality is provided by pyqtgraph which requires the previous requirements and NumPy.  To clarify, the list of dependencies are: * Python @abstr_number . @abstr_number * Qt @abstr_number * NumPy  Most, if not all, these dependencies are usually already installed in your selected OS.  "
145,1722,"To run the program, with a terminal navigate to the folder containing the python scripts.  Then run the command:  python HW @abstr_number .py  This command will then launch the GUI to the program and will prompt you with various functions.  "
145,1723,"There are various unit tests included in this package to verify if certain modules are operating properly. Simply run the ""test"" prefixed python script associated with the module you would like to test.  For example to test the DrugDatabase module, run:  python test_drug_database.py  "
145,1724,"This program was created with the MVC architecture in mind. The three main classes of this program are: * DrugDatabase, which represents the Model class * DrugGraph, which represents the View class * DrugAnalysis, which represents the Controller class  Several classes may contain their own subclasses as part of their implementation. NOTE: The DrugGraph class is contained in the executable HW @abstr_number .py script. "
146,1725,@abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink     * Installation   * Output example   * Usage     * Params     * GitHub token   * Features and advantages of this project     * Alternatives     * Projects using this library   * Am I missing some essential feature?   * Contributing   * License    
146,1726,"Fully automated changelog generation - This gem generates a change log file based on tags , issues and merged pull requests (and splits them into separate lists according to labels) from :octocat: GitHub Issue Tracker.  Since now you don't have to fill your CHANGELOG.md manually: just run the script, relax and take a cup of :coffee: before your next release! :tada:  > ### _What’s the point of a change log?_ > > To make it easier for users and contributors to see precisely what notable changes have been made between each release (or version) of the project. > > ### _Why should I care?_  Because software tools are for people. If you don’t care, why are you contributing to open source? Surely, there must be a kernel (ha!) of care somewhere in that lovely little brain of yours.  > :arrow_right: _@abstr_hyperlink_  "
146,1727, 
146,1728,  gem install github_changelog_generator   See also Troubleshooting.  
146,1729," Look at @abstr_hyperlink for this project   * @abstr_hyperlink was generated by command:          github_changelog_generator -u skywinder -p ActionSheetPicker- @abstr_number . @abstr_number     * In general, it looks like this:     > ##  @abstr_hyperlink ( @abstr_number - @abstr_number - @abstr_number ) > > @abstr_hyperlink > > Implemented enhancements: > >   * Use milestone to specify in which version bug was fixed @abstr_hyperlink >  > > Fixed bugs: > >   * Error when trying to generate log for repo without tags @abstr_hyperlink >  > > Merged pull requests: > >   * PrettyPrint class is included using lowercase 'pp' @abstr_hyperlink ( @abstr_hyperlink ) > >   * support enterprise github via command line options @abstr_hyperlink ( @abstr_hyperlink ) > >    "
146,1730,"It's really simple!    * If your git remote origin refers to your GitHub repo, just go to your project folder and run:          github_changelog_generator     * Or, run this from anywhere:      * github_changelog_generator -u github_username -p github_project     * github_changelog_generator github_username/github_project   * If you are running it against a repository on a Github Enterprise install, you must specify _both_ --github-site and --github-api command line options:          github_changelog_generator --github-site=""https://github.yoursite.com"" \                                --github-api=""https://github.yoursite.com/api/v @abstr_number /""      This generates a changelog to the CHANGELOG.md file, with pretty markdown formatting.  "
146,1731,"Type github_changelog_generator --help for details.  For more details about params, read the Wiki page: @abstr_hyperlink  "
146,1732,"In your project root, you can put a params file named .github_changelog_generator to override default params:  Example: @abstr_code_section  "
146,1733,"GitHub only allows only @abstr_number unauthenticated requests per hour. Therefore, it's recommended to run this script with authentication by using a token.  Here's how:    * @abstr_hyperlink - you only need ""repo"" scope for private repositories   * Either:     * Run the script with --token <your- @abstr_number -digit-token>; OR     * Set the CHANGELOG_GITHUB_TOKEN environment variable to your @abstr_number digit token    You can set an environment variable by running the following command at the prompt, or by adding it to your shell profile (e.g., ~/.bash_profile or ~/.zshrc):           export CHANGELOG_GITHUB_TOKEN=""«your- @abstr_number -digit-github-token»""   So, if you got an error like this:  > ! /Library/Ruby/Gems/ @abstr_number . @abstr_number . @abstr_number /gems/github_api- @abstr_number . @abstr_number . @abstr_number /lib/github_api/response/raise_error.rb: @abstr_number :in `on_complete'  It's time to create this token! (Or, wait an hour for GitHub to reset your unauthenticated request limit.)  "
146,1734,"Knowing how dedicated you are to your project, you probably haven't been waiting for github-changelog-generator to keep a changelog. But you probably don't want your project's open issues and PRs for all past features listed in your historic changelog, either.  That's where --base <your-manual-changelog.md> comes in handy! This option lets append your old manual changelog to the end of the generated entries.  If you have a HISTORY.md file in your project, it will automatically be picked as the static historical changelog and appended.  "
146,1735,"You love rake? We do, too! So, we've made it even easier for you: we've provided a rake task library for your changelog generation.  Just put something like this in your Rakefile:  @abstr_code_section  All command line options can be passed to the rake task as config parameters. And since you're naming the rake task yourself, you can create as many as you want.  You can look for params names from the @abstr_hyperlink . For example, to translate the bugs label to Portuguese, instead of setting config.bugs_label, you have to set config.bug_prefix, and so on.  "
146,1736," Generate canonical, neat change log file, followed by @abstr_hyperlink :gem:   * Optionally generate Unreleased changes (closed issues that have not released yet) :dizzy:   * GitHub Enterprise support via command line options! :factory:   * Flexible format customization :     * Customize issues that should be added to changelog :eight_spoked_asterisk:     * Custom date formats supported (but keep @abstr_hyperlink in mind!) :date:     * Manually specify the version that fixed an issue (for cases when the issue's Closed date doesn't match) by giving the issue's milestone the same name as the tag of version :pushpin:     * Automatically exclude specific issues that are irrelevant to your changelog (by default, any issue labeled question, duplicate, invalid, or wontfix) :scissors:   * Distinguish issues by labels. :mag_right:      * Merged pull requests (all merged pull-requests) :twisted_rightwards_arrows:     * Bug fixes (issues labeled bug) :beetle:     * Enhancements (issues labeled enhancement) :star @abstr_number :     * Issues (closed issues with no labels) :non-potable_water:   * Manually include or exclude issues by labels :wrench:    * Customize lots more! Tweak the changelog to fit your preferences :tophat: ( _Seegithub_changelog_generator --help for details)_     "
146,1737,"Here is a @abstr_hyperlink that I found. But none satisfied my requirements.  _If you know other projects, feel free to edit this Wiki page!_  "
146,1738,"Here's a @abstr_hyperlink .  If you've used this project in a live app, please let me know! Nothing makes me happier than seeing someone else take my work and go wild with it.  _If you are usinggithub_changelog_generator to generate your project's changelog, or know of other projects using it, please [add it to this list] (https://github.com/skywinder/Github-Changelog-Generator/wiki/Projects-using-Github-Changelog-Generator)._  "
146,1739," Nothing is impossible!    * Open an @abstr_hyperlink and let's make the generator better together!    * _Bug reports, feature requests, patches, and well-wishes are always welcome._ :heavy_exclamation_mark:      "
146,1740," _I already use GitHub Releases. Why do I need this?_    GitHub Releases is a very good thing. And it's very good practice to maintain it. (Not a lot of people are using it yet!) :congratulations:  _BTW: I would like to support GitHub Releases in @abstr_hyperlink ;)_  I'm not trying to compare the quality of handwritten and auto-generated logs. That said....  An auto-generated changelog really helps, even if you manually fill in the release notes!  For example:  When I found a closed bug, it's very useful know which release fixed it. In this case, you can easily find the issue by # in CHANGELOG.md.    * it's not quite as easy to find this in handwritten releases notes   * a generated file saves you the trouble of remembering everything; sometimes people forget to add things to a handwritten file    Ultimately, I think GitHub Releases is ideal for end-users. Meanwhile, CHANGELOG.md lives right in the repository, with its detailed list of changes, which is handy for developers. Finally, there's nothing wrong with using GitHub Releases alongside CHANGELOG.md in this combination.    * _I received a warning: ""GitHub API rate limit exceed"" What does this mean?_    GitHub @abstr_hyperlink you can make in an hour. You can make up to @abstr_number , @abstr_number requests per hour. For unauthenticated requests, the rate limit is only up to @abstr_number requests per hour. Unauthenticated requests are associated with your IP address (not the user making requests).  If you're seeing this warning, please do the following:  @abstr_number . Make sure you're providing an OAuth token, so you're not making requests anonymously. Using an OAuth token increases your hourly request maximum from @abstr_number to @abstr_number . @abstr_number . If you have a large repo with lots of issues/PRs, you can use --max-issues NUM to limit the number of issues that are pulled back. For example: --max-issues @abstr_number    * _My Ruby version is very old, can I use this?_    When your Ruby is old, and you don't want to upgrade, and you want to control which libraries you use, you can use Bundler.  In a Gemfile, perhaps in a non-deployed :development group, add this gem:  @abstr_code_section  Then you can keep back dependencies like rack, which currently is only compatible with Ruby >= @abstr_number . @abstr_number . @abstr_number . So, use an older version for your app by adding a line like this to the Gemfile:  @abstr_code_section  This way, you can keep on using github_changelog_generator, even if you can't get the latest version of Ruby installed.   "
146,1741,"@abstr_number . Create an issue and describe your idea @abstr_number . [Fork it] (https://github.com/skywinder/Github-Changelog-Generator/fork) @abstr_number . Create your feature branch (git checkout -b my-new-feature) @abstr_number . Commit your changes (git commit -am 'Add some feature') @abstr_number . Publish the branch (git push origin my-new-feature) @abstr_number . Create a new Pull Request @abstr_number . Profit! :white_check_mark:  _To test your workflow with changelog generator, you can use @abstr_hyperlink_  "
146,1742,Github Changelog Generator is released under the @abstr_hyperlink . 
147,1743,@abstr_hyperlink  Phpiredis is an extension for PHP @abstr_number .x and @abstr_number .x based on @abstr_hyperlink that provides a simple and efficient client for Redis and a fast incremental parser / serializer for the @abstr_hyperlink .  
147,1744,"Building and using this extension requires hiredis (>= @abstr_number . @abstr_number . @abstr_number < @abstr_number . @abstr_number . @abstr_number ) to be installed on the system. hiredis is usually available in the repositories of most Linux distributions, alternatively it is possible to build it by fetching the code from its @abstr_hyperlink .  @abstr_code_section  When the configuration script is unable to locate hiredis on your system, you can specify in which directory it can be found using --with-hiredis-dir= (e.g. --with-hiredis-dir=/usr/local).  Phpiredis provides a basic test suite that can be launched with make test. Tests require a running instance of redis-server listening on @abstr_number . @abstr_number . @abstr_number . @abstr_number : @abstr_number but __make sure__ that your server does not hold data you are interested: you could end up losing everything stored on it!  If you notice a failing test or a bug, you can contribute by opening a pull request on GitHub or simply file a bug on our @abstr_hyperlink .  "
147,1745,"Connecting to Redis is as simple as calling the phpiredis_connect() function with a server address as the first parameter and an optional port number when the server is listening to a different port than the default @abstr_number:  @abstr_code_section  Alternatively you can connect to redis using UNIX domain socket connections.  @abstr_code_section  Once the connection is established, you can send commands to Redis using phpiredis_command_bs() or pipeline them using phpiredis_multi_command_bs():  @abstr_code_section  The _bs suffix indicates that these functions can handle binary key names or values by using the unified Redis protocol available since Redis >= @abstr_number . @abstr_number .  Commands can still be sent using the old and deprecated inline protocol using phpiredis_command() and phpiredis_multi_command() (note the lack of the _bs suffix) but it's highly discouraged and these functions will be removed in future versions of phpiredis.  @abstr_code_section  "
147,1746,"Any kind of contribution is extremely welcome! Just fork the project on GitHub, work on new features or bug fixes using feature branches and @abstr_hyperlink with concise but complete descriptions of your changes. If you are unsure about a proposal, you can just open an issue to discuss it before writing actual code.  "
147,1747,@abstr_hyperlink (current maintainer) @abstr_hyperlink (original developer)  
147,1748,The code for phpiredis is distributed under the terms of the BSD license (see LICENSE). 
148,1749,A jquery plugin to make wheel of fortunes (roulettes)  Working examples: - http://codepen.io/tehsis/pen/AFCwz - http://codepen.io/tehsis/pen/zilBg - http://codepen.io/asleepypenguin/pen/bebZBj // Counter clockwise and divided wedges  
148,1750,Provides an UI component to make roulettes effects and provides methods to handle the prices on which the roulette stops.  
148,1751,@abstr_code_section  
148,1752,"The plugin must be initiated using and array of elements or a number. Both, the array length or the number's value, must be conscistent with the number of positions your roulette's image has, this is not magic. (yet).  At this moment, the css' styles for the roulette animation are hard-coded inside the plugin. This has been done on porpouse to not requiring external files. "
149,1753,Installs a default es @abstr_number polymer/ellipticaljs dashboard app with mocked data.  
149,1754, 
149,1755,@abstr_code_section  
149,1756,@abstr_code_section  
149,1757,@abstr_code_section  
149,1758,@abstr_code_section  
149,1759,@abstr_code_section  
149,1760,@abstr_code_section  
149,1761,@abstr_code_section  
149,1762, 
149,1763, 
149,1764, 
149,1765, 
149,1766, 
149,1767, 
149,1768, 
149,1769, 
149,1770, 
149,1771, 
149,1772, 
149,1773, 
149,1774,http://ellipticaljs.github.io/mobile-first-dashboard/  username:admin password:admin 
150,1775,"How much library code do you really need — * @abstr_number K? @abstr_number K? @abstr_number K? More?* How much of that do you really use?  Sure, we all love our favorite monolithic frameworks, and sometimes we even use them fully. But how often do we reach for the ride-on John Deere tractor with air conditioning and six-speaker sound system, when a judiciously applied pocketknife would do the trick better, faster, slicker?  Micro-frameworks are definitely the pocketknives of the JavaScript library world: short, sweet, to the point. And at @abstr_number k and under, micro-frameworks are very very portable. A micro-framework does one thing and one thing only — and does it well. No cruft, no featuritis, no feature creep, no excess anywhere.  Microjs.com helps you discover the most compact-but-powerful microframeworks, and makes it easy for you to pick one that’ll work for you.  "
150,1776,"Want to add your own? Fork this site on GitHub, add your framework to data.js and submit a pull request. When adding your source URL, please use an un-minified file with a name that's unlikely to change (no version numbers).    * Must not have dependencies ( @abstr_number )   * Must do something useful, and must not be just a demo   * Must be MIT/BSD-license or similiar   * Templating engines and loaders will only be added if they're outstanding and exceptional.   * Add to ""data.js""   * Has to be < @abstr_number k, minified and gzipped ( @abstr_number )   * Needs a ""url"" that points to readme/docs & code-download (ideally GitHub)   * Needs a ""source"" attribute that points at a single-file, ready-to-use download of the library/framework (unminified) ( @abstr_number )   * Prefer hand-coded/hand-optimized JavaScript over generated/cross-compiled code.   * Running ""make"" should work and not return an error. To run make, you'll need node/npm installed.    ( @abstr_number ) It's ok to target a specific platform, like node.js, or WebKit.  ( @abstr_number ) To check the minified and compressed size of your library from the command line, either use ./build -v (see below) or run:       $ uglifyjs yourlib.js | gzip - @abstr_number f | wc -c   ( @abstr_number ) If your source very small, you can simply included the whole thing in the source attribute as a string. If your source is split across multiple files, you can use an array of URLs (it's preferrable to just have a single source). If your source is released in a ZIP file you can point to the ZIP's URL and append a !/zip/entry.js to the end so the compiler knows where to look (it's still preferrable to just have a single source URL!)  "
150,1777,"make deps will run npm install --dev to install the dependencies of the data compiler.  make compile will run the compiler. The compiler reads _data.js_ and checks the _source_ of each entry. It will calculate the raw, minified and gzipped sizes of the entries.  You will see warnings where entries need to be checked and errors where entries will be excluded.  If you wish to see details of all entries, you can run the ./build -v command.  "
150,1778,Please note that Microjs.com is a curated site and that we reserve the right to refuse any listing for any reason.  The @abstr_hyperlink code/website is released under a MIT License. 
151,1779, 
151,1780,"Synfig Studio is a free and open-source @abstr_number D animation software, designed as powerful industrial-strength solution for creating film-quality animation using a vector and bitmap artwork. It eliminates the need to create animation frame-by frame, allowing you to produce @abstr_number D animation of a higher quality with fewer people and resources. Synfig Studio is available for Windows, Linux and MacOS X.  http://synfig.org/  (TODO: add more info)  "
151,1781,Old autotools instructions can be found @abstr_hyperlink .  We're currently in the @abstr_hyperlink and you're welcome to take part in testing and improving it.  
151,1782," all major components are buildable, installable and runnable   * building all components without installing ETL & core is not tested    Tested to work on (this will be updated as reports come in):    * Debian Sid     "
151,1783,"If you have previous synfig build installed in system path (e.g. /usr/local/), you are recommended to uninstall that.  "
151,1784,"You need development & library packages of the following libs:    * boost (system, filesystem, program_options, chrono)   * zlib   * libsigc++- @abstr_number . @abstr_number   * glibmm- @abstr_number . @abstr_number   * giomm- @abstr_number . @abstr_number   * cairo   * libxml++- @abstr_number . @abstr_number   * mlt++   * fftw @abstr_number   * pango   * gtkmm- @abstr_number . @abstr_number (only for studio)   * gettext (probably optional)   * some threading support (e.g. pthread)    Generally CMake will throw error if it doesn't find something, so you can just run it and see what's missing. Also note that this list might not be full.  "
151,1785,"CMake provides generators for multiple build systems. You can use default make or ninja, which should generally work somewhat faster. The following configuration commands assume you want to use ninja. If you don't, remove -GNinja from all commands containing it. All the building commands here are invoked via cmake to make them (almost) backend-agnostic, but you can run make or ninja directly (i.e. ninja all test instead of cmake --build . -- all test).  "
151,1786,"You may want to add -jN (where N is amount of threads you want to run) option to build commands, because default for make is to run single-threaded and ninja tends to use too much threads which eat up your RAM (may vary).  "
151,1787,@abstr_code_section 
151,1788, 
151,1789, 
152,1790,"@abstr_hyperlink @abstr_hyperlink  Patty is a library to perform pattern matching in Nim. The patterns have to be @abstr_hyperlink , which in Nim are encoded with a field (usually called kind) which varies in an enum, and a different object layout based on the value of this tag. An example would be  @abstr_code_section  If you have such an algebraic data type, you can do the following with Patty:  @abstr_code_section  This will be translated by the match macro into the following form  @abstr_code_section  Matching by position is also valid, like this:  @abstr_code_section  One can also use _ for a variable, in which case it will not be bound. That is, the following  @abstr_code_section  becomes  @abstr_code_section  Notice that in the examples, the field you dispatch on is called kind, but any other name would do. Also, checks are exhaustive: if you miss a case, the compiler will complain.  One can instead pattern-match on non-variant objects, which essentially amounts to deconstructing fields:  @abstr_code_section  Again, this is the same as  @abstr_code_section  "
152,1791,"Patty also provides another macro to create algebraic data types. It looks like  @abstr_code_section  and expands to  @abstr_code_section  Notice that the macro also generates three convenient constructors (Circle ,Rectangle and UnitCircle), and in fact the enum is pure to avoid a name conflict. Also, a proper definition of equality based on the actual contents of the record is generated.  By default the generated ADT is private to the module. If you want to generate a public ADT use the variantp macro, which has the same syntax as variant but makes the types, fields, equality definition and generated constructors public.  A couple of limitations fo the variant macro:    * field names must be unique across branches (that is, different variants cannot have two fields with the same name). This is actually a limitation of Nim.   * the shortcut that groups field names by type does not seem to work, that is, in the above example one could not write Rectangle(w, h: float).    In the future, Patty may also add copy constructors. Also, some work needs to be done to make it easier to use the generated contructors with ref types, in particular for the important case of recursive algebraic data types.  "
152,1792,"Patty @abstr_number . @abstr_number . @abstr_number works for latest Nim (devel). For older versions of Nim (up to @abstr_number . @abstr_number . @abstr_number ), use Patty @abstr_number . @abstr_number . @abstr_number .  "
152,1793,"One would expect many forms of pattern matching but, at least for now, the support in Patty is very limited. Things that would be nice to support but do not work yet include:    * matching a constant  @abstr_code_section    * matching an existing variable  @abstr_code_section    * nested pattern matching  @abstr_code_section    * matching without binding  @abstr_code_section    * binding subpatterns  @abstr_code_section    * pattern matching as an expression should be simply  @abstr_code_section     Right now it works (with latest nim devel) like this:  @abstr_code_section    * unification  @abstr_code_section    * guards  @abstr_code_section    * variable-length pattern matching, such as with arrays  @abstr_code_section    * custom pattern matchers, such as in regexes  @abstr_code_section    * combining patterns with or  @abstr_code_section    "
153,1794,"EWS is an API that third-party programmers can use to communicate with Microsoft Exchange Server. The API exists since Exchange Server @abstr_number and is continuously up-dated by Microsoft and present in the latest iteration of the product, Exchange Server @abstr_number .  This library provides a native and platform-independent way to use EWS in your C++ application.  @abstr_image  "
153,1795," Autodiscover   * <CreateItem/>, <SendItem/>, <FindItem/>, <GetItem/>, <UpdateItem/>, and <DeleteItem/> operations   * <CreateAttachment/>, <GetAttachment/>, <DeleteAttachment/> for file attachments. Item attachments are not supported yet   * <CalendarItem/>, <Message/>, <Contact/>, <Task/> items. Note that we still don't support all properties of these items. But we're working on it     "
153,1796, HTTP basic auth   * NTLM   * Kerberos is currently not supported but its on the TODO list     
153,1797, Visual Studio @abstr_number   * Visual Studio @abstr_number   * Visual Studio @abstr_number   * Clang since @abstr_number . @abstr_number     * with libc++ on Mac OS X     * with libstdc++ on Linux (Note that libc++ on Linux is not supported)   * GCC since @abstr_number . @abstr_number with libstdc++    |Compiler| @abstr_number -bit| @abstr_number -bit| |--------|:----:|:----:| |Visual Studio @abstr_number | * | * | |Visual Studio @abstr_number | @abstr_hyperlink | @abstr_hyperlink | |Visual Studio @abstr_number | @abstr_hyperlink | @abstr_hyperlink | |Clang @abstr_number . @abstr_number with libc++| * | * | |GCC @abstr_number . @abstr_number with libstdc++| @abstr_hyperlink | * | * = will be added soon   
153,1798, Microsoft Windows @abstr_number . @abstr_number and Windows @abstr_number   * macOS starting with @abstr_number . @abstr_number   * RHEL @abstr_number   * Ubuntu starting with @abstr_number . @abstr_number LTS   * SLES @abstr_number . @abstr_number     
153,1799," Microsoft Exchange Server @abstr_number SP @abstr_number    However, our goal is to support all Exchange Server versions since @abstr_number .   "
153,1800," libcurl, at least version @abstr_number . @abstr_number     "
153,1801, Git   * CMake   * Doxygen (optional)   * Boost (optional)   * Python @abstr_number or @abstr_number (optional)     
153,1802,"You can obtain an up-to-date and easy-to-use binary distribution of libcurl from here: @abstr_hyperlink  Additionally, you probably need to tell CMake where to find it. Just set CMAKE_PREFIX_PATH to the path where you installed libcurl (e.g. C:\Program Files\cURL) and re-configure.  You can also use the Windows batch script provided in scripts\build-curl.bat to download and compile libcurl for your particular version of Visual Studio.  "
153,1803,"ews-cpp's source code is available as a Git repository. To obtain it, type:  @abstr_code_section  "
153,1804, 
153,1805,The library is header-only. So there is no need to build anything. Just copy the include/ews/ directory wherever you may like.  To build the accompanied tests with debugging symbols and Address Sanitizer enabled do something like this:  @abstr_code_section  Type make edit_cache to see all configuration options. make help shows you all available targets.  
153,1806,To build the tests and examples on Windows you can use cmake-gui. For more see: https://cmake.org/runningcmake/  If you do not want to use any GUI to compile the examples and tests you could do something like this with the Windows cmd.exe command prompt:  @abstr_code_section  Make sure to choose the right generator for your environment.  
153,1807,Use the doc target to create the API documentation with Doxygen. Type:  @abstr_code_section  
153,1808,"In order to run individual examples or the test suite export following environment variables like this:  @abstr_code_section  Be sure to change the values to an actual account on some Exchange server that you can use for testing. Do not run the tests on your own production account.  Once you've build the project, you can execute the tests with:  @abstr_code_section  "
153,1809,"ews-cpp is written in a ""modern C++"" way:    * C++ Standard Library, augmented with rapidxml for XML parsing   * Smart pointers instead of raw pointers   * Pervasive RAII idiom   * Handle errors using C++ exceptions   * Coding conventions inspired by Boost    "
153,1810,Just add:  ```c++  
153,1811,"``to your include directives and you are good to go.  Take a look at theexamples/` directory to get an idea of how the API feels. ews-cpp is a thin wrapper around Microsoft's EWS API. You will need to refer to the @abstr_hyperlink for all available parameters to pass and all available attributes on items. From @abstr_number . @abstr_number ft it looks like this:  @abstr_image  You have items and you have the service. You use the service whenever you want to talk to the Exchange server.  Please note one important caveat though. ews-cpp's API is designed to be ""blocking"". This means whenever you call one of the service's member functions to talk to an Exchange server that call blocks until it receives a request from the server. And that may, well, just take forever (actually until a timeout is reached). You need to keep this in mind in order to not block your main or UI thread.  Implications of this design choice  Pros:    * A blocking API is much easier to use and understand    Cons:    * You just might accidentally block your UI thread   * You cannot issue thousands of EWS requests asynchronously simply because you cannot spawn thousands of threads in your process. You may need additional effort here    "
153,1812,"ews-cpp is developed by otris software AG and was initially released to the public in July @abstr_number . It is licensed under the Apache License, Version @abstr_number . @abstr_number (see LICENSE file).  For more information about otris software AG visit our website @abstr_hyperlink or our Open Source repositories at @abstr_hyperlink . "
154,1813, 
154,1814, 
154,1815, 
154,1816, 
154,1817, 
154,1818, 
154,1819, 
154,1820, 
154,1821, 
154,1822, 
154,1823, 
154,1824, 
154,1825, 
155,1826,@abstr_image   @abstr_hyperlink @abstr_hyperlink  instagram-scraper is a command-line application written in Python that scrapes and downloads an instagram user's photos and videos. Use responsibly.  
155,1827,To install instagram-scraper: @abstr_code_section  
155,1828,"To scrape a public user's media: @abstr_code_section  To specify multiple users, pass a delimited list of users: @abstr_code_section  You can also supply a file containing a list of usernames: @abstr_code_section @abstr_code_section The usernames may be separated by newlines, commas, semicolons, or whitespace.  To specify the download destination: @abstr_code_section By default, media will be download to _<current working directory>/<username>_  To scrape a private user's media when you are an approved follower: @abstr_code_section  "
155,1829, 
155,1830, 
155,1831,Clone the repo and create a virtualenv @abstr_code_section  
155,1832,@abstr_code_section  
155,1833, 
155,1834,"@abstr_number . Check the open issues or open a new issue to start a discussion around your feature idea or the bug you found @abstr_number . Fork the repository, make your changes, and add yourself to AUTHORS.md @abstr_number . Send a pull request  "
155,1835,"This is free and unencumbered software released into the public domain.  Anyone is free to copy, modify, publish, use, compile, sell, or distribute this software, either in source code form or as a compiled binary, for any purpose, commercial or non-commercial, and by any means.  In jurisdictions that recognize copyright laws, the author or authors of this software dedicate any and all copyright interest in the software to the public domain. We make this dedication for the benefit of the public at large and to the detriment of our heirs and successors. We intend this dedication to be an overt act of relinquishment in perpetuity of all present and future rights to this software under copyright law.  THE SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT. IN NO EVENT SHALL THE AUTHORS BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING FROM, OUT OF OR IN CONNECTION WITH THE SOFTWARE OR THE USE OR OTHER DEALINGS IN THE SOFTWARE. "
156,1836,"jBloomberg is a high-level API that wraps the @abstr_hyperlink . Although most features of the underlying Bloomberg API are available, some options might not be reachable through the jBloomberg API.  You can browse the @abstr_hyperlink for more information, including example usages.  "
156,1837,"As of v @abstr_number , Java @abstr_number is required.  "
156,1838, 
156,1839,You can create a Maven dependency to download jBloomberg atrifact:        com.assylias jbloomberg  @abstr_number . @abstr_number    
156,1840,"You need to manually install the jar of the Bloomberg API in your maven repository for this to work.  Download the file (version @abstr_number . @abstr_number . @abstr_number . @abstr_number ) from bloomberg's website. Extract and save the main jar file to a folder, c:/temp for example. Then run:       mvn install:install-file -Dfile=c:/temp/blpapi- @abstr_number . @abstr_number . @abstr_number - @abstr_number .jar -DgroupId=com.bloombergblp -DartifactId=blpapi -Dversion= @abstr_number . @abstr_number . @abstr_number . @abstr_number  -Dpackaging=jar   "
156,1841,"The main advantages of this library vs. the Bloomberg API are:    * Less string based configuration: whenever possible enums are used to remove the typos issues   * Less verbose: retrieving historical data literally takes @abstr_number lines of code, whereas when using the Bloomberg API, the code gets quickly cluttered with parsing, error handling and so on   * Fluent design: most queries to Bloomberg are prepared with builders using the fluent interface pattern   * The library takes thread safety seriously (so does the Bloomberg API): all actions / objects are thread safe and can be used in a multi threaded application (unless indicated otherwise, for example the builders)   * Uses the standard java.util.concurrent package objects, so the syntax / way of doing things should look familiar to Java developers. For example, a historical data request returns a Future<HistoricalData>    It should however be noted that using jBloomberg does increase memory consumption and GC vs. using BLPAPI directly although for most applications that should not be noticeable.  "
156,1842,Note that the API is not stable yet and its design could be subject to changes in the future.  
156,1843,Apache License v @abstr_number . @abstr_number  
156,1844, 
156,1845, guava (Apache License v @abstr_number . @abstr_number )   * slf @abstr_number j (MIT License)   * Bloomberg BLPAPI (tested with @abstr_number . @abstr_number . @abstr_number . @abstr_number ) (MIT-like License)   * Big Blue Utils (Apache License v @abstr_number . @abstr_number )     
156,1846, jmockit (MIT License)   * testNG (Apache License v @abstr_number . @abstr_number )     
156,1847,If you find a bug or want a new feature you can ask in the @abstr_hyperlink on github. For general questions or if you are unable to get something to work you can ask on stackoverflow using the @abstr_hyperlink in your question. 
157,1848,"@abstr_hyperlink  Glide is a fast and efficient open source media management and image loading framework for Android that wraps media decoding, memory and disk caching, and resource pooling into a simple and easy to use interface.  @abstr_image  Glide supports fetching, decoding, and displaying video stills, images, and animated GIFs. Glide includes a flexible API that allows developers to plug in to almost any network stack. By default Glide uses a custom HttpUrlConnection based stack, but also includes utility libraries plug in to Google's Volley project or Square's OkHttp library instead.  Glide's primary focus is on making scrolling any kind of a list of images as smooth and fast as possible, but Glide is also effective for almost any case where you need to fetch, resize, and display a remote image.  "
157,1849,You can download a jar from GitHub's @abstr_hyperlink .  Or use Gradle:  @abstr_code_section  Or Maven:  @abstr_code_section  
157,1850,"Depending on your proguard config and usage, you may need to include the following lines in your proguard.cfg:  @abstr_code_section  "
157,1851,"Checkout the @abstr_hyperlink for pages on a variety of topics, and see the @abstr_hyperlink .  Simple use cases will look something like this:  @abstr_code_section  "
157,1852,"Support for OkHttp and Volley is provided by integration libraries you can optionally include as dependencies. The integration libraries are available via Maven or the @abstr_hyperlink .  For instructions on including either the OkHttp or the Volley integration libraries, see the @abstr_hyperlink wiki page.  "
157,1853,Glide requires a minimum SDK version of @abstr_number .  
157,1854,"BSD, part MIT and Apache @abstr_number . @abstr_number . See the @abstr_hyperlink file for details.  "
