,section-id,file-id,url,heading,Codes with >= 2 votes
37,38,3,https://github.com/sethm/symon,### 4.3 Loading A Program,3
38,39,3,https://github.com/sethm/symon,### 4.4 Running,3
39,40,3,https://github.com/sethm/symon,## 5.0 Revision History,4
40,41,3,https://github.com/sethm/symon,## 6.0 Roadmap,4
41,42,3,https://github.com/sethm/symon,## 7.0 To Do,4
42,43,3,https://github.com/sethm/symon,## 8.0 Copyright and Acknowledgements,5
43,44,3,https://github.com/sethm/symon,## 9.0 Licensing,5
44,45,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,# Code Along: An Intro to Inheritance,1
45,46,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,## Objectives,12
46,47,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,## Introduction: Why Inheritance?,12
47,48,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,## What is Inheritance?,1
48,49,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,## Code Along: Basic Inheritance,3
49,50,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,### Step 1: Defining the Super Class,3
50,51,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,### Step 2: Defining the Subclass,3
51,52,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,### Step 3: Overwriting Inherited Methods,3
52,53,4,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,#### Method Look-Up in Ruby,3
53,54,5,https://github.com/microlv/prerender,# Prerender Service [![Stories in Ready](https://badge.waffle.io/prerender/prerender.png?label=ready&title=Ready)](https://waffle.io/prerender/prerender),123
54,55,5,https://github.com/microlv/prerender,### <a id='middleware'></a>,-
55,56,5,https://github.com/microlv/prerender,## Middleware,6
56,57,5,https://github.com/microlv/prerender,#### Official middleware,3
57,58,5,https://github.com/microlv/prerender,###### Javascript,6
58,59,5,https://github.com/microlv/prerender,###### Ruby,6
59,60,5,https://github.com/microlv/prerender,###### Apache,6
60,61,5,https://github.com/microlv/prerender,###### Nginx,6
61,62,5,https://github.com/microlv/prerender,#### Community middleware,6
62,63,5,https://github.com/microlv/prerender,###### PHP,6
63,64,5,https://github.com/microlv/prerender,###### Java,6
64,65,5,https://github.com/microlv/prerender,###### Grails,6
65,66,5,https://github.com/microlv/prerender,###### Nginx,6
66,67,5,https://github.com/microlv/prerender,###### Apache,6
67,68,5,https://github.com/microlv/prerender,## How it works,13
68,69,5,https://github.com/microlv/prerender,## Running locally,3
69,70,5,https://github.com/microlv/prerender,## Deploying your own on heroku,3
70,71,5,https://github.com/microlv/prerender,#Customization,3
71,72,5,https://github.com/microlv/prerender,## Plugins,3
72,73,5,https://github.com/microlv/prerender,####`init()`,3
73,74,5,https://github.com/microlv/prerender,"####`beforePhantomRequest(req, res, next)`",3
74,75,5,https://github.com/microlv/prerender,"####`onPhantomPageCreate(phantom, req, res, next)`",3
75,76,5,https://github.com/microlv/prerender,"####`afterPhantomRequest(req, res, next)`",3
76,77,5,https://github.com/microlv/prerender,"####`beforeSend(req, res, next)`",3
77,78,5,https://github.com/microlv/prerender,## Available plugins,3
78,79,5,https://github.com/microlv/prerender,### basicAuth,3
79,80,5,https://github.com/microlv/prerender,### removeScriptTags,3
80,81,5,https://github.com/microlv/prerender,### httpHeaders,3
81,82,5,https://github.com/microlv/prerender,### whitelist,3
82,83,5,https://github.com/microlv/prerender,### blacklist,3
83,84,5,https://github.com/microlv/prerender,### <a id='s3-html-cache'></a>,3
84,85,5,https://github.com/microlv/prerender,### s3HtmlCache,3
85,86,5,https://github.com/microlv/prerender,#### Region support,3
86,87,5,https://github.com/microlv/prerender,### inMemoryHtmlCache,3
87,88,5,https://github.com/microlv/prerender,### logger,3
88,89,5,https://github.com/microlv/prerender,### mongodbCache,3
89,90,5,https://github.com/microlv/prerender,### memjsCache,3
90,91,5,https://github.com/microlv/prerender,## License,5
91,92,6,https://github.com/565407548/vlayout,# vlayout,12
92,93,6,https://github.com/565407548/vlayout,## Design,12
93,94,6,https://github.com/565407548/vlayout,## Main Feature,1
94,95,6,https://github.com/565407548/vlayout,## Usage,3
95,96,6,https://github.com/565407548/vlayout,### Import Library,3
96,97,6,https://github.com/565407548/vlayout,### Initialize LayoutManager,3
97,98,6,https://github.com/565407548/vlayout,### Initialize recycled pool's size,3
98,99,6,https://github.com/565407548/vlayout,### Set Adapters,3
99,100,6,https://github.com/565407548/vlayout,# Demo,3
100,101,6,https://github.com/565407548/vlayout,# Layout Attributes,6
101,102,6,https://github.com/565407548/vlayout,# Contributing,7
102,103,6,https://github.com/565407548/vlayout,# LICENSE,5
103,104,7,https://github.com/shrah/corert,# .NET Core Runtime (CoreRT),1
104,105,7,https://github.com/shrah/corert,"## How to Engage, Contribute and Provide Feedback",67
105,106,7,https://github.com/shrah/corert,### Reporting security issues and security bugs,67
106,107,7,https://github.com/shrah/corert,## License,5
107,108,7,https://github.com/shrah/corert,## .NET Foundation,156
108,109,7,https://github.com/shrah/corert,## Related Projects,6
109,110,8,https://github.com/udzura/domoraen,# domoraen,-
110,111,8,https://github.com/udzura/domoraen,## 機能,-
111,112,8,https://github.com/udzura/domoraen,### 道具提案機能,-
112,113,8,https://github.com/udzura/domoraen,### 遅延エコー機能,-
113,114,8,https://github.com/udzura/domoraen,## TODO,-
114,115,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,# Hello World,1
115,116,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,## Overview,1
116,117,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,## Objectives,1
117,118,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,## Instructions,3
118,119,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,### Creating a File,3
119,120,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,### Writing Code,3
120,121,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,### Executing Your File,3
121,122,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,### Running Learn,3
122,123,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,### Submitting Your Lab,3
123,124,9,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,### Hello World History,8
124,125,10,https://github.com/gevans/chef-xdebug,# Description,1
125,126,10,https://github.com/gevans/chef-xdebug,# Requirements,3
126,127,10,https://github.com/gevans/chef-xdebug,## Cookbooks:,3
127,128,10,https://github.com/gevans/chef-xdebug,# Attributes,3
128,129,10,https://github.com/gevans/chef-xdebug,# Usage,3
129,130,10,https://github.com/gevans/chef-xdebug,# TODO,4
130,131,10,https://github.com/gevans/chef-xdebug,# ISSUES,3
131,132,10,https://github.com/gevans/chef-xdebug,## Development,3
132,133,10,https://github.com/gevans/chef-xdebug,# LICENSE & AUTHOR:,5
133,134,11,https://github.com/h3biomed/lastpass-cli,# LastPass CLI,1
134,135,11,https://github.com/h3biomed/lastpass-cli,#### (c) 2014 LastPass.,5
135,136,11,https://github.com/h3biomed/lastpass-cli,## Operating System Support,3
136,137,11,https://github.com/h3biomed/lastpass-cli,## Dependencies,3
137,138,11,https://github.com/h3biomed/lastpass-cli,### Installing on Linux,3
138,139,11,https://github.com/h3biomed/lastpass-cli,#### Redhat/Centos,3
139,140,11,https://github.com/h3biomed/lastpass-cli,##### Debian/Ubuntu,3
140,141,11,https://github.com/h3biomed/lastpass-cli,#### Gentoo,3
141,142,11,https://github.com/h3biomed/lastpass-cli,##### Other Linux Distros,3
142,143,11,https://github.com/h3biomed/lastpass-cli,### Installing on OS X,3
143,144,11,https://github.com/h3biomed/lastpass-cli,### Installing on FreeBSD,3
144,145,11,https://github.com/h3biomed/lastpass-cli,## Building,3
145,146,11,https://github.com/h3biomed/lastpass-cli,## Installing,3
146,147,11,https://github.com/h3biomed/lastpass-cli,## Running,3
147,148,11,https://github.com/h3biomed/lastpass-cli,## Documentation,36
148,149,12,https://github.com/guoyalun/weapp-ide-crack,##相关资源,-
149,150,12,https://github.com/guoyalun/weapp-ide-crack,##破解步骤,-
150,151,12,https://github.com/guoyalun/weapp-ide-crack,##扫码无法登录问题 please bind your wechat account to the appid first,-
151,152,12,https://github.com/guoyalun/weapp-ide-crack,##使用教程,-
152,153,12,https://github.com/guoyalun/weapp-ide-crack,##常见问题,-
153,154,12,https://github.com/guoyalun/weapp-ide-crack,##工具截图,-
154,155,12,https://github.com/guoyalun/weapp-ide-crack,##相关链接,-
155,156,13,https://github.com/anirut/TuentiTV,# Tuenti for Android TV [![Android Arsenal](https://img.shields.io/badge/Android%20Arsenal-TuentiTV-brightgreen.svg?style=flat)](https://android-arsenal.com/details/3/1465),1
156,157,13,https://github.com/anirut/TuentiTV,## Implementation description,6
157,158,13,https://github.com/anirut/TuentiTV,## Video Demo,3
158,159,13,https://github.com/anirut/TuentiTV,## Screenshots,3
159,160,13,https://github.com/anirut/TuentiTV,## Libraries used on the sample project,6
160,161,13,https://github.com/anirut/TuentiTV,## Developed By,5
161,162,13,https://github.com/anirut/TuentiTV,## License,5
162,163,14,https://github.com/sineed/rails,# Welcome to Rails,1
163,164,14,https://github.com/sineed/rails,## Getting Started,36
164,165,14,https://github.com/sineed/rails,## Contributing,7
165,166,14,https://github.com/sineed/rails,## Code Status,4
166,167,14,https://github.com/sineed/rails,## License,5
167,168,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,# App Service Mobile completed quickstart for Xamarin.Android apps,1
168,169,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,##Overview,1
169,170,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,## Configure the Mobile App backend,3
170,171,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,## Configure the Xamarin.Android app,3
171,172,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,### Set the Mobile App backend URL,3
172,173,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,### Configure authentication,3
173,174,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,### Configure push notifications,3
174,175,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,## Running the app,3
175,176,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,## Implementation notes,6
176,177,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,###Template push notification registration,36
177,178,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,###Client-added push notification tags,36
178,179,15,https://github.com/ggailey777/app-service-mobile-xamarin-android-quickstart-old,###Authenticate first,3
179,180,16,https://github.com/samuelbohler/apache2-chef-cookbook,# apache2 Cookbook,12
180,181,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Requirements,3
181,182,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Ohai and Chef:,3
182,183,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Cookbooks:,36
183,184,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Platforms:,3
184,185,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Notes for RHEL Family:,3
185,186,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Notes for FreeBSD:,34
186,187,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Tests,7
187,188,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Attributes,3
188,189,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Platform specific,6
189,190,16,https://github.com/samuelbohler/apache2-chef-cookbook,## General settings,36
190,191,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Prefork attributes,36
191,192,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Worker attributes,36
192,193,16,https://github.com/samuelbohler/apache2-chef-cookbook,## Event attributes,36
193,194,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_auth\_openid attributes,36
194,195,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_ssl attributes,36
195,196,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Recipes,36
196,197,16,https://github.com/samuelbohler/apache2-chef-cookbook,## default,3
197,198,16,https://github.com/samuelbohler/apache2-chef-cookbook,## logrotate,3
198,199,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_auth\_cas,36
199,200,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_auth\_openid,36
200,201,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Changes from COOK-915:,3
201,202,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_fastcgi,3
202,203,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_fcgid,3
203,204,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_php5,3
204,205,16,https://github.com/samuelbohler/apache2-chef-cookbook,## mod\_ssl,3
205,206,16,https://github.com/samuelbohler/apache2-chef-cookbook,## god\_monitor,36
206,207,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Definitions,6
207,208,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_config,3
208,209,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
209,210,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,6
210,211,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_conf,3
211,212,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
212,213,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,3
213,214,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_mod,3
214,215,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
215,216,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,3
216,217,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_module,3
217,218,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
218,219,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,6
219,220,16,https://github.com/samuelbohler/apache2-chef-cookbook,## apache\_site,36
220,221,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
221,222,16,https://github.com/samuelbohler/apache2-chef-cookbook,## web\_app,3
222,223,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Parameters:,3
223,224,16,https://github.com/samuelbohler/apache2-chef-cookbook,### Examples:,36
224,225,16,https://github.com/samuelbohler/apache2-chef-cookbook,# Usage,3
225,226,16,https://github.com/samuelbohler/apache2-chef-cookbook,# License and Authors,5
226,227,17,https://github.com/venturion/vue-resource,# vue-resource [![Version](https://img.shields.io/npm/v/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![License](https://img.shields.io/npm/l/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![Downloads](https://img.shields.io/npm/dt/vue-resource.svg)](https://www.npmjs.com/package/vue-resource),1
227,228,17,https://github.com/venturion/vue-resource,## Features,1
228,229,17,https://github.com/venturion/vue-resource,## Installation,3
229,230,17,https://github.com/venturion/vue-resource,### CDN,3
230,231,17,https://github.com/venturion/vue-resource,## Example,3
231,232,17,https://github.com/venturion/vue-resource,## Documentation,6
232,233,17,https://github.com/venturion/vue-resource,## Changelog,4
233,234,17,https://github.com/venturion/vue-resource,## Contribution,7
234,235,17,https://github.com/venturion/vue-resource,## License,5
235,236,18,https://github.com/Archerpe/HanLP,# HanLP: Han Language Processing,-
236,237,18,https://github.com/Archerpe/HanLP,##,-
237,238,18,https://github.com/Archerpe/HanLP,##,-
238,239,18,https://github.com/Archerpe/HanLP,## 项目主页,-
239,240,18,https://github.com/Archerpe/HanLP,##,-
240,241,18,https://github.com/Archerpe/HanLP,## 下载与配置,-
241,242,18,https://github.com/Archerpe/HanLP,###方式一、Maven,-
242,243,18,https://github.com/Archerpe/HanLP,###方式二、下载jar、data、hanlp.properties,-
243,244,18,https://github.com/Archerpe/HanLP,#### 1、下载jar,-
244,245,18,https://github.com/Archerpe/HanLP,#### 2、下载data,-
245,246,18,https://github.com/Archerpe/HanLP,#### 3、配置文件,-
246,247,18,https://github.com/Archerpe/HanLP,## 调用方法,-
247,248,18,https://github.com/Archerpe/HanLP,### 1. 第一个Demo,-
248,249,18,https://github.com/Archerpe/HanLP,### 2. 标准分词,-
249,250,18,https://github.com/Archerpe/HanLP,### 3. NLP分词,-
250,251,18,https://github.com/Archerpe/HanLP,### 4. 索引分词,-
251,252,18,https://github.com/Archerpe/HanLP,### 5. N-最短路径分词,-
252,253,18,https://github.com/Archerpe/HanLP,### 6. CRF分词,-
253,254,18,https://github.com/Archerpe/HanLP,### 7. 极速词典分词,-
254,255,18,https://github.com/Archerpe/HanLP,### 8. 用户自定义词典,-
255,256,18,https://github.com/Archerpe/HanLP,### 9. 中国人名识别,-
256,257,18,https://github.com/Archerpe/HanLP,### 10. 音译人名识别,-
257,258,18,https://github.com/Archerpe/HanLP,### 11. 日本人名识别,-
258,259,18,https://github.com/Archerpe/HanLP,### 12. 地名识别,-
259,260,18,https://github.com/Archerpe/HanLP,### 13. 机构名识别,-
260,261,18,https://github.com/Archerpe/HanLP,### 14. 关键词提取,-
261,262,18,https://github.com/Archerpe/HanLP,### 15. 自动摘要,-
262,263,18,https://github.com/Archerpe/HanLP,### 16. 短语提取,-
263,264,18,https://github.com/Archerpe/HanLP,### 17. 拼音转换,-
264,265,18,https://github.com/Archerpe/HanLP,### 18. 简繁转换,-
265,266,18,https://github.com/Archerpe/HanLP,### 19. 文本推荐,-
266,267,18,https://github.com/Archerpe/HanLP,### 20. 语义距离,-
267,268,18,https://github.com/Archerpe/HanLP,### 21. 依存句法分析,-
268,269,18,https://github.com/Archerpe/HanLP,## 词典说明,-
269,270,18,https://github.com/Archerpe/HanLP,### 基本格式,-
270,271,18,https://github.com/Archerpe/HanLP,### 数据结构,-
271,272,18,https://github.com/Archerpe/HanLP,### 储存形式,-
272,273,18,https://github.com/Archerpe/HanLP,### 修改方法,-
273,274,18,https://github.com/Archerpe/HanLP,##,-
274,275,18,https://github.com/Archerpe/HanLP,## 版权,-
275,276,18,https://github.com/Archerpe/HanLP,### 上海林原信息科技有限公司,-
276,277,18,https://github.com/Archerpe/HanLP,### 鸣谢,-
277,278,19,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# ActionBarSherlock,126
278,279,19,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# Developed By,5
279,280,19,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# License,5
280,281,20,https://github.com/praveenjk/node,# Node.js,1257
281,282,20,https://github.com/praveenjk/node,## Resources for Newcomers,6
282,283,20,https://github.com/praveenjk/node,### Official Resources,6
283,284,20,https://github.com/praveenjk/node,### Unofficial Resources,6
284,285,20,https://github.com/praveenjk/node,## Release Types,4
285,286,20,https://github.com/praveenjk/node,## Download,3
286,287,20,https://github.com/praveenjk/node,### Verifying Binaries,3
287,288,20,https://github.com/praveenjk/node,## Building Node.js,3
288,289,20,https://github.com/praveenjk/node,## Security,6
289,290,20,https://github.com/praveenjk/node,## Current Project Team Members,5
290,291,20,https://github.com/praveenjk/node,### CTC (Core Technical Committee),5
291,292,20,https://github.com/praveenjk/node,### Collaborators,5
292,293,20,https://github.com/praveenjk/node,### Release Team,5
293,294,21,https://github.com/Kotlin-lang-CN/Kotlin-CN,##  Kotlin China,-
294,295,21,https://github.com/Kotlin-lang-CN/Kotlin-CN,## 社区,-
295,296,21,https://github.com/Kotlin-lang-CN/Kotlin-CN,## Why Kotlin?,-
296,297,21,https://github.com/Kotlin-lang-CN/Kotlin-CN,## For Developer,-
297,298,22,https://github.com/SharedVue/bootstrap,# [Bootstrap v2.3.2](http://twitter.github.com/bootstrap) [![Build Status](https://secure.travis-ci.org/twitter/bootstrap.png)](http://travis-ci.org/twitter/bootstrap),12
298,299,22,https://github.com/SharedVue/bootstrap,## Quick start,3
299,300,22,https://github.com/SharedVue/bootstrap,## Versioning,46
300,301,22,https://github.com/SharedVue/bootstrap,## Bug tracker,7
301,302,22,https://github.com/SharedVue/bootstrap,## Community,5
302,303,22,https://github.com/SharedVue/bootstrap,## Compiling CSS and JavaScript,3
303,304,22,https://github.com/SharedVue/bootstrap,#### build - `make`,3
304,305,22,https://github.com/SharedVue/bootstrap,#### test - `make test`,3
305,306,22,https://github.com/SharedVue/bootstrap,#### watch - `make watch`,3
306,307,22,https://github.com/SharedVue/bootstrap,## Contributing,7
307,308,22,https://github.com/SharedVue/bootstrap,## Authors,5
308,309,22,https://github.com/SharedVue/bootstrap,## Copyright and license,5
309,310,23,https://github.com/hyndex/animate.css,#Animate.css [![GitHub release](https://img.shields.io/github/release/daneden/animate.css.svg)](https://github.com/daneden/animate.css/releases) [![Build Status](https://travis-ci.org/WarenGonzaga/animate.css.svg?branch=master)](https://travis-ci.org/WarenGonzaga/animate.css) [![devDependencies Status](https://david-dm.org/WarenGonzaga/animate.css/dev-status.svg)](https://david-dm.org/WarenGonzaga/animate.css?type=dev) [![chat](https://img.shields.io/badge/chat-gitter-green.svg)](https://gitter.im/animate-css/Lobby),1
310,311,23,https://github.com/hyndex/animate.css,## Installation,3
311,312,23,https://github.com/hyndex/animate.css,##Basic Usage,3
312,313,23,https://github.com/hyndex/animate.css,##Usage,3
313,314,23,https://github.com/hyndex/animate.css,#yourElement {,8
314,315,23,https://github.com/hyndex/animate.css,## Custom Builds,3
315,316,23,https://github.com/hyndex/animate.css,## License,5
316,317,23,https://github.com/hyndex/animate.css,## Contributing,7
317,318,24,https://github.com/kraziegent/go-bootstrap,## go-bootstrap,1
318,319,24,https://github.com/kraziegent/go-bootstrap,## Prerequisites,3
319,320,24,https://github.com/kraziegent/go-bootstrap,## Installation,3
320,321,24,https://github.com/kraziegent/go-bootstrap,## PostgreSQL Environment Variables,3
321,322,24,https://github.com/kraziegent/go-bootstrap,## Decisions Made for You,1
322,323,25,https://github.com/owap/map-journal-storytelling-template-js,# Story Map Journal,1
323,324,25,https://github.com/owap/map-journal-storytelling-template-js,## Help content,6
324,325,25,https://github.com/owap/map-journal-storytelling-template-js,## Introduction,1
325,326,25,https://github.com/owap/map-journal-storytelling-template-js,## Instructions,3
326,327,25,https://github.com/owap/map-journal-storytelling-template-js,## Feedback / support,6
327,328,25,https://github.com/owap/map-journal-storytelling-template-js,## FAQ,6
328,329,25,https://github.com/owap/map-journal-storytelling-template-js,### What should I check before publishing a Journal?,3
329,330,25,https://github.com/owap/map-journal-storytelling-template-js,### What are the supported browsers?,6
330,331,25,https://github.com/owap/map-journal-storytelling-template-js,### Tips for your content,6
331,332,25,https://github.com/owap/map-journal-storytelling-template-js,#### Link between sections,6
332,333,25,https://github.com/owap/map-journal-storytelling-template-js,### Security,6
333,334,25,https://github.com/owap/map-journal-storytelling-template-js,#### Can I keep my Journal private?,6
334,335,25,https://github.com/owap/map-journal-storytelling-template-js,#### Who can edit my Journal?,6
335,336,25,https://github.com/owap/map-journal-storytelling-template-js,#### Can I use private web map or layer?,6
336,337,25,https://github.com/owap/map-journal-storytelling-template-js,### Deployment,6
337,338,25,https://github.com/owap/map-journal-storytelling-template-js,#### Can I use the template without ArcGIS Online or Portal for ArcGIS?,6
338,339,25,https://github.com/owap/map-journal-storytelling-template-js,#### Where is the data stored?,6
339,340,25,https://github.com/owap/map-journal-storytelling-template-js,#### Can I deploy Map Journal on Portal for ArcGIS?,6
340,341,25,https://github.com/owap/map-journal-storytelling-template-js,#### Can the template be used offline?,6
341,342,25,https://github.com/owap/map-journal-storytelling-template-js,#### Can I use the builder with the downloadable?,6
342,343,25,https://github.com/owap/map-journal-storytelling-template-js,#### How to deploy the application on a web server?,6
343,344,25,https://github.com/owap/map-journal-storytelling-template-js,#### Can I use a single deployment of Map Journal for multiple stories?,6
344,345,25,https://github.com/owap/map-journal-storytelling-template-js,## Configuration,3
345,346,25,https://github.com/owap/map-journal-storytelling-template-js,## Customize the look and feel,3
346,347,25,https://github.com/owap/map-journal-storytelling-template-js,### Custom color theme,3
347,348,25,https://github.com/owap/map-journal-storytelling-template-js,### Other customization,3
348,349,25,https://github.com/owap/map-journal-storytelling-template-js,#### Use an image as the background of the Side or Floating panel header,3
349,350,25,https://github.com/owap/map-journal-storytelling-template-js,## Developer guide,6
350,351,25,https://github.com/owap/map-journal-storytelling-template-js,### Application life cycle,3
351,352,25,https://github.com/owap/map-journal-storytelling-template-js,### Developer helpers,3
352,353,25,https://github.com/owap/map-journal-storytelling-template-js,### Environment setup,3
353,354,25,https://github.com/owap/map-journal-storytelling-template-js,### How to use the application from the source code,3
354,355,25,https://github.com/owap/map-journal-storytelling-template-js,### How to build application from the source code,3
355,356,25,https://github.com/owap/map-journal-storytelling-template-js,### Issues building the application,3
356,357,25,https://github.com/owap/map-journal-storytelling-template-js,### Design,3
357,358,25,https://github.com/owap/map-journal-storytelling-template-js,## Issues,7
358,359,25,https://github.com/owap/map-journal-storytelling-template-js,## Contributing,7
359,360,25,https://github.com/owap/map-journal-storytelling-template-js,## Licensing,5
360,361,26,https://github.com/Paseam/tensorlayer,# Why TensorLayer,12
361,362,26,https://github.com/Paseam/tensorlayer,# Installation,3
362,363,26,https://github.com/Paseam/tensorlayer,# Documentation,3
363,364,26,https://github.com/Paseam/tensorlayer,# Your First Program,3
364,365,26,https://github.com/Paseam/tensorlayer,# Prepare data,3
